# JMH version: 1.19
# VM version: JDK 1.8.0_131, VM 25.131-b11
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.github.arnaudroger.re2j.JavaRegex.testExp1

# Run progress: 0.00% complete, ETA 00:26:40
# Fork: 1 of 10
# Warmup Iteration   1: 78286.241 ops/s
# Warmup Iteration   2: 81580.147 ops/s
# Warmup Iteration   3: 81109.747 ops/s
# Warmup Iteration   4: 81183.719 ops/s
# Warmup Iteration   5: 80579.680 ops/s
# Warmup Iteration   6: 83157.315 ops/s
# Warmup Iteration   7: 83037.256 ops/s
# Warmup Iteration   8: 82926.468 ops/s
# Warmup Iteration   9: 82618.063 ops/s
# Warmup Iteration  10: 80922.564 ops/s
# Warmup Iteration  11: 81204.638 ops/s
# Warmup Iteration  12: 81264.252 ops/s
# Warmup Iteration  13: 80465.501 ops/s
# Warmup Iteration  14: 80543.633 ops/s
# Warmup Iteration  15: 83013.254 ops/s
# Warmup Iteration  16: 82932.487 ops/s
# Warmup Iteration  17: 78908.471 ops/s
# Warmup Iteration  18: 82015.690 ops/s
# Warmup Iteration  19: 81249.864 ops/s
# Warmup Iteration  20: 82903.773 ops/s
Iteration  15: 35056.485 ops/s
Iteration  16: 35360.768 ops/s
Iteration  17: 35450.924 ops/s
Iteration  18: 35354.008 ops/s
Iteration  19: 35495.995 ops/s
Iteration  20: 35153.487 ops/s

# Run progress: 37.50% complete, ETA 00:16:46
# Fork: 6 of 10
# Warmup Iteration   1: 33545.049 ops/s
# Warmup Iteration   2: 34493.021 ops/s
# Warmup Iteration   3: 34747.155 ops/s
# Warmup Iteration   4: 35189.727 ops/s
# Warmup Iteration   5: 35083.004 ops/s
# Warmup Iteration   6: 35256.683 ops/s
# Warmup Iteration   7: 35350.640 ops/s
# Warmup Iteration   8: 35165.542 ops/s
# Warmup Iteration   9: 35307.698 ops/s
# Warmup Iteration  10: 35150.969 ops/s
# Warmup Iteration  11: 35441.996 ops/s
# Warmup Iteration  12: 34946.748 ops/s
# Warmup Iteration  13: 34712.952 ops/s
# Warmup Iteration  14: 35269.791 ops/s
# Warmup Iteration  15: 34647.465 ops/s
# Warmup Iteration  16: 35461.500 ops/s
# Warmup Iteration  17: 34946.328 ops/s
# Warmup Iteration  18: 35518.316 ops/s
# Warmup Iteration  19: 35323.214 ops/s
# Warmup Iteration  20: 35115.685 ops/s
Iteration   1: 35463.857 ops/s
Iteration   2: 35412.559 ops/s
Iteration   3: 34639.779 ops/s
Iteration   4: 35370.748 ops/s
Iteration   5: 35155.239 ops/s
Iteration   6: 35481.718 ops/s
Iteration   7: 35375.579 ops/s
Iteration   8: 35455.140 ops/s
Iteration   9: 35294.281 ops/s
Iteration  10: 35143.753 ops/s
Iteration  11: 35419.774 ops/s
Iteration  12: 35461.298 ops/s
Iteration  13: 32140.958 ops/s
Iteration  14: 35278.933 ops/s
Iteration  15: 35161.201 ops/s
Iteration  16: 34832.297 ops/s
Iteration  17: 35495.102 ops/s
Iteration  18: 35418.195 ops/s
Iteration  19: 35409.762 ops/s
Iteration  20: 35114.446 ops/s

# Run progress: 40.00% complete, ETA 00:16:06
# Fork: 7 of 10
# Warmup Iteration   1: 32374.345 ops/s
# Warmup Iteration   2: 33594.186 ops/s
# Warmup Iteration   3: 33081.106 ops/s
# Warmup Iteration   4: 33482.154 ops/s
# Warmup Iteration   5: 32915.191 ops/s
# Warmup Iteration   6: 33722.818 ops/s
# Warmup Iteration   7: 33896.008 ops/s
# Warmup Iteration   8: 33871.944 ops/s
# Warmup Iteration   9: 33883.623 ops/s
# Warmup Iteration  10: 33719.094 ops/s
# Warmup Iteration  11: 33989.749 ops/s
# Warmup Iteration  12: 33975.886 ops/s
# Warmup Iteration  13: 33909.515 ops/s
# Warmup Iteration  14: 33742.203 ops/s
# Warmup Iteration  15: 33824.010 ops/s
# Warmup Iteration  16: 33877.882 ops/s
# Warmup Iteration  17: 33972.318 ops/s
# Warmup Iteration  18: 33943.053 ops/s
# Warmup Iteration  19: 33760.970 ops/s
# Warmup Iteration  20: 33727.026 ops/s
Iteration   1: 33925.882 ops/s
Iteration   2: 33853.475 ops/s
Iteration   3: 33770.691 ops/s
Iteration   4: 33616.074 ops/s
Iteration   5: 33752.483 ops/s
Iteration   6: 33878.291 ops/s
Iteration   7: 33253.026 ops/s
Iteration   8: 33160.035 ops/s
Iteration   9: 33606.644 ops/s
Iteration  10: 33752.532 ops/s
Iteration  11: 33869.440 ops/s
Iteration  12: 33907.557 ops/s
Iteration  13: 33954.950 ops/s
Iteration  14: 33840.802 ops/s
Iteration  15: 33781.968 ops/s
Iteration  16: 33973.796 ops/s
Iteration  17: 33892.188 ops/s
Iteration  18: 33922.704 ops/s
Iteration  19: 33774.872 ops/s
Iteration  20: 33773.032 ops/s

# Run progress: 42.50% complete, ETA 00:15:26
# Fork: 8 of 10
# Warmup Iteration   1: 33564.054 ops/s
# Warmup Iteration   2: 35254.944 ops/s
# Warmup Iteration   3: 35441.592 ops/s
# Warmup Iteration   4: 35048.613 ops/s
# Warmup Iteration   5: 35649.503 ops/s
# Warmup Iteration   6: 35791.045 ops/s
# Warmup Iteration   7: 35640.970 ops/s
# Warmup Iteration   8: 35633.719 ops/s
# Warmup Iteration   9: 34763.334 ops/s
# Warmup Iteration  10: 35490.806 ops/s
# Warmup Iteration  11: 35819.363 ops/s
# Warmup Iteration  12: 35827.455 ops/s
# Warmup Iteration  13: 35741.134 ops/s
# Warmup Iteration  14: 35594.351 ops/s
# Warmup Iteration  15: 35743.376 ops/s
# Warmup Iteration  16: 35717.959 ops/s
# Warmup Iteration  17: 35708.574 ops/s
# Warmup Iteration  18: 35703.605 ops/s
# Warmup Iteration  19: 35204.238 ops/s
# Warmup Iteration  20: 35747.447 ops/s
Iteration   1: 35752.303 ops/s
Iteration   2: 35677.212 ops/s
Iteration   3: 35667.054 ops/s
Iteration   4: 35386.951 ops/s
Iteration   5: 35708.433 ops/s
Iteration   6: 35619.764 ops/s
Iteration   7: 35711.932 ops/s
Iteration   8: 35615.856 ops/s
Iteration   9: 35391.928 ops/s
Iteration  10: 35683.861 ops/s
Iteration  11: 35741.902 ops/s
Iteration  12: 35710.408 ops/s
Iteration  13: 35720.513 ops/s
Iteration  14: 35427.646 ops/s
Iteration  15: 35596.188 ops/s
Iteration  16: 35713.207 ops/s
Iteration  17: 35755.609 ops/s
Iteration  18: 35629.506 ops/s
Iteration  19: 35381.265 ops/s
Iteration  20: 35735.938 ops/s

# Run progress: 45.00% complete, ETA 00:14:45
# Fork: 9 of 10
# Warmup Iteration   1: 33884.773 ops/s
# Warmup Iteration   2: 35178.591 ops/s
# Warmup Iteration   3: 33399.024 ops/s
# Warmup Iteration   4: 35219.970 ops/s
# Warmup Iteration   5: 35489.538 ops/s
# Warmup Iteration   6: 35603.612 ops/s
# Warmup Iteration   7: 35592.843 ops/s
# Warmup Iteration   8: 35565.261 ops/s
# Warmup Iteration   9: 35551.920 ops/s
# Warmup Iteration  10: 35294.383 ops/s
# Warmup Iteration  11: 35704.375 ops/s
# Warmup Iteration  12: 35632.102 ops/s
# Warmup Iteration  13: 35692.071 ops/s
# Warmup Iteration  14: 35572.581 ops/s
# Warmup Iteration  15: 35307.198 ops/s
# Warmup Iteration  16: 35658.480 ops/s
# Warmup Iteration  17: 31856.930 ops/s
# Warmup Iteration  18: 31747.331 ops/s
# Warmup Iteration  19: 31633.571 ops/s
# Warmup Iteration  20: 31821.734 ops/s
Iteration   1: 30475.826 ops/s
Iteration   2: 31849.294 ops/s
Iteration   3: 31597.818 ops/s
Iteration   4: 31636.439 ops/s
Iteration   5: 31736.840 ops/s
Iteration   6: 31903.123 ops/s
Iteration   7: 30011.978 ops/s
Iteration   8: 31809.119 ops/s
Iteration   9: 31588.241 ops/s
Iteration  10: 31199.962 ops/s
Iteration  11: 31825.267 ops/s
Iteration  12: 31796.983 ops/s
Iteration  13: 31834.110 ops/s
Iteration  14: 31547.094 ops/s
Iteration  15: 31781.228 ops/s
Iteration  16: 31891.271 ops/s
Iteration  17: 31839.746 ops/s
Iteration  18: 31770.507 ops/s
Iteration  19: 31570.905 ops/s
Iteration  20: 31771.330 ops/s

# Run progress: 47.50% complete, ETA 00:14:05
# Fork: 10 of 10
# Warmup Iteration   1: 33327.445 ops/s
# Warmup Iteration   2: 34990.603 ops/s
# Warmup Iteration   3: 34704.870 ops/s
# Warmup Iteration   4: 35321.373 ops/s
# Warmup Iteration   5: 35608.301 ops/s
# Warmup Iteration   6: 35691.339 ops/s
# Warmup Iteration   7: 35568.077 ops/s
# Warmup Iteration   8: 35470.241 ops/s
# Warmup Iteration   9: 35173.152 ops/s
# Warmup Iteration  10: 35387.310 ops/s
# Warmup Iteration  11: 35387.461 ops/s
# Warmup Iteration  12: 35119.504 ops/s
# Warmup Iteration  13: 34601.320 ops/s
# Warmup Iteration  14: 35093.719 ops/s
# Warmup Iteration  15: 34508.546 ops/s
# Warmup Iteration  16: 34917.607 ops/s
# Warmup Iteration  17: 35456.704 ops/s
# Warmup Iteration  18: 35514.945 ops/s
# Warmup Iteration  19: 35251.690 ops/s
# Warmup Iteration  20: 35635.646 ops/s
Iteration   1: 35609.847 ops/s
Iteration   2: 35637.481 ops/s
Iteration   3: 35550.751 ops/s
Iteration   4: 35310.958 ops/s
Iteration   5: 35616.961 ops/s
Iteration   6: 35608.316 ops/s
Iteration   7: 35596.308 ops/s
Iteration   8: 35508.594 ops/s
Iteration   9: 35343.492 ops/s
Iteration  10: 35613.221 ops/s
Iteration  11: 35516.898 ops/s
Iteration  12: 35588.620 ops/s
Iteration  13: 35473.819 ops/s
Iteration  14: 35334.522 ops/s
Iteration  15: 35591.769 ops/s
Iteration  16: 35559.701 ops/s
Iteration  17: 35549.370 ops/s
Iteration  18: 35514.209 ops/s
Iteration  19: 35370.306 ops/s
Iteration  20: 35609.111 ops/s


Result "com.github.arnaudroger.re2j.JavaRegex.testExp2":
  34563.354 ±(99.9%) 290.283 ops/s [Average]
  (min, avg, max) = (30011.978, 34563.354, 35755.609), stdev = 1229.075
  CI (99.9%): [34273.071, 34853.636] (assumes normal distribution)


# JMH version: 1.19
# VM version: JDK 1.8.0_131, VM 25.131-b11
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.github.arnaudroger.re2j.Re2jRegex.testExp1

# Run progress: 50.00% complete, ETA 00:13:25
# Fork: 1 of 10
# Warmup Iteration   1: 7746.286 ops/s
# Warmup Iteration   2: 7859.066 ops/s
# Warmup Iteration   3: 7940.110 ops/s
# Warmup Iteration   4: 8081.327 ops/s
# Warmup Iteration   5: 8104.659 ops/s
# Warmup Iteration   6: 8044.875 ops/s
# Warmup Iteration   7: 8121.766 ops/s
# Warmup Iteration   8: 8140.947 ops/s
# Warmup Iteration   9: 8131.013 ops/s
# Warmup Iteration  10: 8159.261 ops/s
# Warmup Iteration  11: 8196.605 ops/s
# Warmup Iteration  12: 8152.372 ops/s
# Warmup Iteration  13: 8124.664 ops/s
# Warmup Iteration  14: 8180.951 ops/s
# Warmup Iteration  15: 8216.517 ops/s
# Warmup Iteration  16: 8215.073 ops/s
# Warmup Iteration  17: 7991.880 ops/s
# Warmup Iteration  18: 8078.049 ops/s
# Warmup Iteration  19: 8129.886 ops/s
# Warmup Iteration  20: 8120.022 ops/s
Iteration   1: 8134.396 ops/s
Iteration   2: 8123.423 ops/s
Iteration   3: 8065.102 ops/s
Iteration   4: 8126.102 ops/s
Iteration   5: 8133.409 ops/s
Iteration   6: 8116.780 ops/s
Iteration   7: 8137.908 ops/s
Iteration   8: 8075.950 ops/s
Iteration   9: 8111.886 ops/s
Iteration  10: 8142.493 ops/s
Iteration  11: 8139.947 ops/s
Iteration  12: 8120.332 ops/s
Iteration  13: 8079.606 ops/s
Iteration  14: 8121.155 ops/s
Iteration  15: 8132.961 ops/s
Iteration  16: 8140.477 ops/s
Iteration  17: 8107.201 ops/s
Iteration  18: 8065.556 ops/s
Iteration  19: 8113.741 ops/s
Iteration  20: 8137.593 ops/s

# Run progress: 52.50% complete, ETA 00:12:45
# Fork: 2 of 10
# Warmup Iteration   1: 7870.059 ops/s
# Warmup Iteration   2: 8158.975 ops/s
# Warmup Iteration   3: 8095.602 ops/s
# Warmup Iteration   4: 8048.804 ops/s
# Warmup Iteration   5: 8050.310 ops/s
# Warmup Iteration   6: 8056.307 ops/s
# Warmup Iteration   7: 8004.364 ops/s
# Warmup Iteration   8: 8079.452 ops/s
# Warmup Iteration   9: 8156.491 ops/s
# Warmup Iteration  10: 8104.509 ops/s
# Warmup Iteration  11: 8219.841 ops/s
# Warmup Iteration  12: 8165.014 ops/s
# Warmup Iteration  13: 8071.779 ops/s
# Warmup Iteration  14: 8043.786 ops/s
# Warmup Iteration  15: 7960.752 ops/s
# Warmup Iteration  16: 7958.271 ops/s
# Warmup Iteration  17: 8185.925 ops/s
# Warmup Iteration  18: 8127.484 ops/s
# Warmup Iteration  19: 8216.151 ops/s
# Warmup Iteration  20: 8192.848 ops/s
Iteration   1: 8186.213 ops/s
Iteration   2: 8217.177 ops/s
Iteration   3: 8096.090 ops/s
Iteration   4: 8143.701 ops/s
Iteration   5: 8146.815 ops/s
Iteration   6: 8128.461 ops/s
Iteration   7: 8085.091 ops/s
Iteration   8: 8048.959 ops/s
Iteration   9: 8031.385 ops/s
Iteration  10: 8105.223 ops/s
Iteration  11: 8096.747 ops/s
Iteration  12: 8115.873 ops/s
Iteration  13: 8078.097 ops/s
Iteration  14: 8133.234 ops/s
Iteration  15: 8131.121 ops/s
Iteration  16: 8125.567 ops/s
Iteration  17: 8047.862 ops/s
Iteration  18: 8003.924 ops/s
Iteration  19: 8152.650 ops/s
Iteration  20: 8132.679 ops/s

# Run progress: 55.00% complete, ETA 00:12:04
# Fork: 3 of 10
# Warmup Iteration   1: 7868.264 ops/s
# Warmup Iteration   2: 8154.858 ops/s
# Warmup Iteration   3: 8080.856 ops/s
# Warmup Iteration   4: 8245.165 ops/s
# Warmup Iteration   5: 8243.525 ops/s
# Warmup Iteration   6: 8252.132 ops/s
# Warmup Iteration   7: 8237.660 ops/s
# Warmup Iteration   8: 8209.865 ops/s
# Warmup Iteration   9: 8289.043 ops/s
# Warmup Iteration  10: 8149.013 ops/s
# Warmup Iteration  11: 8046.645 ops/s
# Warmup Iteration  12: 8096.845 ops/s
# Warmup Iteration  13: 7983.593 ops/s
# Warmup Iteration  14: 7977.918 ops/s
# Warmup Iteration  15: 8040.793 ops/s
# Warmup Iteration  16: 8044.041 ops/s
# Warmup Iteration  17: 7959.562 ops/s
# Warmup Iteration  18: 7842.524 ops/s
# Warmup Iteration  19: 8143.692 ops/s
# Warmup Iteration  20: 7971.594 ops/s
Iteration   1: 7932.065 ops/s
Iteration   2: 7957.528 ops/s
Iteration   3: 7988.502 ops/s
Iteration   4: 8254.840 ops/s
Iteration   5: 8257.378 ops/s
Iteration   6: 8249.228 ops/s
Iteration   7: 8243.282 ops/s
Iteration   8: 8178.781 ops/s
Iteration   9: 8238.651 ops/s
Iteration  10: 8237.716 ops/s
Iteration  11: 8261.916 ops/s
Iteration  12: 7574.509 ops/s
Iteration  13: 8117.133 ops/s
Iteration  14: 8258.216 ops/s
Iteration  15: 8256.124 ops/s
Iteration  16: 8261.156 ops/s
Iteration  17: 8238.419 ops/s
Iteration  18: 8157.477 ops/s
Iteration  19: 8261.068 ops/s
Iteration  20: 8253.717 ops/s

# Run progress: 57.50% complete, ETA 00:11:24
# Fork: 4 of 10
# Warmup Iteration   1: 7772.487 ops/s
# Warmup Iteration   2: 8043.799 ops/s
# Warmup Iteration   3: 7973.952 ops/s
# Warmup Iteration   4: 8028.173 ops/s
# Warmup Iteration   5: 8027.808 ops/s
# Warmup Iteration   6: 8033.029 ops/s
# Warmup Iteration   7: 7989.715 ops/s
# Warmup Iteration   8: 7937.128 ops/s
# Warmup Iteration   9: 8074.553 ops/s
# Warmup Iteration  10: 8082.302 ops/s
# Warmup Iteration  11: 8142.589 ops/s
# Warmup Iteration  12: 8119.612 ops/s
# Warmup Iteration  13: 8048.058 ops/s
# Warmup Iteration  14: 8112.804 ops/s
# Warmup Iteration  15: 8136.269 ops/s
# Warmup Iteration  16: 8135.429 ops/s
# Warmup Iteration  17: 8020.131 ops/s
# Warmup Iteration  18: 8000.092 ops/s
# Warmup Iteration  19: 8069.580 ops/s
# Warmup Iteration  20: 8044.970 ops/s
Iteration   1: 8070.176 ops/s
Iteration   2: 8061.993 ops/s
Iteration   3: 7966.208 ops/s
Iteration   4: 7517.907 ops/s
Iteration   5: 8016.362 ops/s
Iteration   6: 8004.936 ops/s
Iteration   7: 7996.453 ops/s
Iteration   8: 7946.186 ops/s
Iteration   9: 8003.516 ops/s
Iteration  10: 8003.609 ops/s
Iteration  11: 8016.775 ops/s
Iteration  12: 7995.098 ops/s
Iteration  13: 7951.004 ops/s
Iteration  14: 8007.831 ops/s
Iteration  15: 8019.512 ops/s
Iteration  16: 8006.483 ops/s
Iteration  17: 7994.041 ops/s
Iteration  18: 7952.700 ops/s
Iteration  19: 7978.944 ops/s
Iteration  20: 8022.697 ops/s

# Run progress: 60.00% complete, ETA 00:10:44
# Fork: 5 of 10
# Warmup Iteration   1: 7229.637 ops/s
# Warmup Iteration   2: 7455.709 ops/s
# Warmup Iteration   3: 7528.761 ops/s
# Warmup Iteration   4: 7496.922 ops/s
# Warmup Iteration   5: 7525.817 ops/s
# Warmup Iteration   6: 7517.444 ops/s
# Warmup Iteration   7: 7439.828 ops/s
# Warmup Iteration   8: 7539.666 ops/s
# Warmup Iteration   9: 7536.783 ops/s
# Warmup Iteration  10: 7549.456 ops/s
# Warmup Iteration  11: 7483.279 ops/s
# Warmup Iteration  12: 7470.230 ops/s
# Warmup Iteration  13: 7526.390 ops/s
# Warmup Iteration  14: 7459.947 ops/s
# Warmup Iteration  15: 7508.295 ops/s
# Warmup Iteration  16: 7540.486 ops/s
# Warmup Iteration  17: 7472.408 ops/s
# Warmup Iteration  18: 7510.115 ops/s
# Warmup Iteration  19: 7498.259 ops/s
# Warmup Iteration  20: 7487.502 ops/s
Iteration   1: 7444.414 ops/s
Iteration   2: 7319.061 ops/s
Iteration   3: 7383.450 ops/s
Iteration   4: 7380.092 ops/s
Iteration   5: 7468.702 ops/s
Iteration   6: 7568.503 ops/s
Iteration   7: 7520.696 ops/s
Iteration   8: 7569.017 ops/s
Iteration   9: 7563.322 ops/s
Iteration  10: 7572.638 ops/s
Iteration  11: 7558.002 ops/s
Iteration  12: 7501.801 ops/s
Iteration  13: 7582.076 ops/s
Iteration  14: 7583.935 ops/s
Iteration  15: 7570.540 ops/s
Iteration  16: 7565.878 ops/s
Iteration  17: 7514.061 ops/s
Iteration  18: 7561.093 ops/s
Iteration  19: 7580.809 ops/s
Iteration  20: 7582.458 ops/s

# Run progress: 62.50% complete, ETA 00:10:04
# Fork: 6 of 10
# Warmup Iteration   1: 7793.093 ops/s
# Warmup Iteration   2: 8124.672 ops/s
# Warmup Iteration   3: 8152.623 ops/s
# Warmup Iteration   4: 8045.595 ops/s
# Warmup Iteration   5: 8175.649 ops/s
# Warmup Iteration   6: 8182.748 ops/s
# Warmup Iteration   7: 8082.557 ops/s
# Warmup Iteration   8: 8169.676 ops/s
# Warmup Iteration   9: 8196.747 ops/s
# Warmup Iteration  10: 8246.914 ops/s
# Warmup Iteration  11: 8230.956 ops/s
# Warmup Iteration  12: 8189.939 ops/s
# Warmup Iteration  13: 8225.202 ops/s
# Warmup Iteration  14: 8116.851 ops/s
# Warmup Iteration  15: 8144.685 ops/s
# Warmup Iteration  16: 8134.515 ops/s
# Warmup Iteration  17: 8100.534 ops/s
# Warmup Iteration  18: 8197.161 ops/s
# Warmup Iteration  19: 8205.427 ops/s
# Warmup Iteration  20: 8149.021 ops/s
Iteration   1: 8177.354 ops/s
Iteration   2: 8119.028 ops/s
Iteration   3: 8045.008 ops/s
Iteration   4: 7996.787 ops/s
Iteration   5: 7997.001 ops/s
Iteration   6: 7952.312 ops/s
Iteration   7: 7909.583 ops/s
Iteration   8: 7984.388 ops/s
Iteration   9: 7965.207 ops/s
Iteration  10: 7975.272 ops/s
Iteration  11: 7981.181 ops/s
Iteration  12: 7918.963 ops/s
Iteration  13: 7992.221 ops/s
Iteration  14: 7998.986 ops/s
Iteration  15: 7952.608 ops/s
Iteration  16: 7979.234 ops/s
Iteration  17: 7588.769 ops/s
Iteration  18: 7991.169 ops/s
Iteration  19: 7988.015 ops/s
Iteration  20: 7985.652 ops/s

# Run progress: 65.00% complete, ETA 00:09:23
# Fork: 7 of 10
# Warmup Iteration   1: 7184.953 ops/s
# Warmup Iteration   2: 7422.426 ops/s
# Warmup Iteration   3: 7500.420 ops/s
# Warmup Iteration   4: 7484.970 ops/s
# Warmup Iteration   5: 7520.206 ops/s
# Warmup Iteration   6: 7521.241 ops/s
# Warmup Iteration   7: 7451.632 ops/s
# Warmup Iteration   8: 7494.538 ops/s
# Warmup Iteration   9: 7435.791 ops/s
# Warmup Iteration  10: 7271.229 ops/s
# Warmup Iteration  11: 7451.672 ops/s
# Warmup Iteration  12: 7463.129 ops/s
# Warmup Iteration  13: 7519.380 ops/s
# Warmup Iteration  14: 7490.731 ops/s
# Warmup Iteration  15: 7459.170 ops/s
# Warmup Iteration  16: 7470.692 ops/s
# Warmup Iteration  17: 7327.495 ops/s
# Warmup Iteration  18: 7389.700 ops/s
# Warmup Iteration  19: 7434.633 ops/s
# Warmup Iteration  20: 7359.068 ops/s
Iteration   1: 7413.159 ops/s
Iteration   2: 7340.540 ops/s
Iteration   3: 7428.867 ops/s
Iteration   4: 7432.327 ops/s
Iteration   5: 7415.971 ops/s
Iteration   6: 7483.556 ops/s
Iteration   7: 7458.845 ops/s
Iteration   8: 7509.976 ops/s
Iteration   9: 7518.508 ops/s
Iteration  10: 7519.304 ops/s
Iteration  11: 7508.044 ops/s
Iteration  12: 7446.303 ops/s
Iteration  13: 7518.174 ops/s
Iteration  14: 7516.573 ops/s
Iteration  15: 7507.692 ops/s
Iteration  16: 7507.301 ops/s
Iteration  17: 7453.832 ops/s
Iteration  18: 6720.213 ops/s
Iteration  19: 7518.954 ops/s
Iteration  20: 7520.425 ops/s

# Run progress: 67.50% complete, ETA 00:08:43
# Fork: 8 of 10
# Warmup Iteration   1: 7736.083 ops/s
# Warmup Iteration   2: 8076.716 ops/s
# Warmup Iteration   3: 8082.613 ops/s
# Warmup Iteration   4: 7914.423 ops/s
# Warmup Iteration   5: 7907.531 ops/s
# Warmup Iteration   6: 7871.285 ops/s
# Warmup Iteration   7: 8067.674 ops/s
# Warmup Iteration   8: 8201.894 ops/s
# Warmup Iteration   9: 8200.368 ops/s
# Warmup Iteration  10: 8091.735 ops/s
# Warmup Iteration  11: 7972.712 ops/s
# Warmup Iteration  12: 7982.501 ops/s
# Warmup Iteration  13: 7989.180 ops/s
# Warmup Iteration  14: 8019.668 ops/s
# Warmup Iteration  15: 8033.287 ops/s
# Warmup Iteration  16: 7776.595 ops/s
# Warmup Iteration  17: 8070.689 ops/s
# Warmup Iteration  18: 8188.647 ops/s
# Warmup Iteration  19: 8177.322 ops/s
# Warmup Iteration  20: 8097.019 ops/s
Iteration   1: 8022.150 ops/s
Iteration   2: 8030.575 ops/s
Iteration   3: 8077.509 ops/s
Iteration   4: 7989.488 ops/s
Iteration   5: 8208.562 ops/s
Iteration   6: 8162.766 ops/s
Iteration   7: 8177.962 ops/s
Iteration   8: 8208.188 ops/s
Iteration   9: 8197.183 ops/s
Iteration  10: 8207.205 ops/s
Iteration  11: 8140.669 ops/s
Iteration  12: 8180.752 ops/s
Iteration  13: 8211.886 ops/s
Iteration  14: 8214.067 ops/s
Iteration  15: 8199.858 ops/s
Iteration  16: 8165.881 ops/s
Iteration  17: 8173.405 ops/s
Iteration  18: 8202.566 ops/s
Iteration  19: 8213.236 ops/s
Iteration  20: 8215.597 ops/s

# Run progress: 70.00% complete, ETA 00:08:03
# Fork: 9 of 10
# Warmup Iteration   1: 7634.511 ops/s
# Warmup Iteration   2: 7941.275 ops/s
# Warmup Iteration   3: 7954.604 ops/s
# Warmup Iteration   4: 8102.411 ops/s
# Warmup Iteration   5: 8084.976 ops/s
# Warmup Iteration   6: 8018.816 ops/s
# Warmup Iteration   7: 8008.209 ops/s
# Warmup Iteration   8: 8018.498 ops/s
# Warmup Iteration   9: 8000.797 ops/s
# Warmup Iteration  10: 7985.806 ops/s
# Warmup Iteration  11: 7908.704 ops/s
# Warmup Iteration  12: 7965.782 ops/s
# Warmup Iteration  13: 7964.001 ops/s
# Warmup Iteration  14: 8088.381 ops/s
# Warmup Iteration  15: 8095.390 ops/s
# Warmup Iteration  16: 8042.335 ops/s
# Warmup Iteration  17: 7964.027 ops/s
# Warmup Iteration  18: 7985.116 ops/s
# Warmup Iteration  19: 7980.960 ops/s
# Warmup Iteration  20: 7801.971 ops/s
Iteration   1: 7551.819 ops/s
Iteration   2: 7599.725 ops/s
Iteration   3: 7620.283 ops/s
Iteration   4: 8045.773 ops/s
Iteration   5: 8067.034 ops/s
Iteration   6: 8009.990 ops/s
Iteration   7: 8069.879 ops/s
Iteration   8: 8076.001 ops/s
Iteration   9: 8071.211 ops/s
Iteration  10: 8041.601 ops/s
Iteration  11: 8011.276 ops/s
Iteration  12: 8072.459 ops/s
Iteration  13: 8070.594 ops/s
Iteration  14: 8072.677 ops/s
Iteration  15: 8059.819 ops/s
Iteration  16: 8000.878 ops/s
Iteration  17: 8050.978 ops/s
Iteration  18: 8074.408 ops/s
Iteration  19: 8058.126 ops/s
Iteration  20: 8065.259 ops/s

# Run progress: 72.50% complete, ETA 00:07:22
# Fork: 10 of 10
# Warmup Iteration   1: 7806.297 ops/s
# Warmup Iteration   2: 8219.621 ops/s
# Warmup Iteration   3: 8217.488 ops/s
# Warmup Iteration   4: 8242.047 ops/s
# Warmup Iteration   5: 8227.868 ops/s
# Warmup Iteration   6: 8125.176 ops/s
# Warmup Iteration   7: 8245.572 ops/s
# Warmup Iteration   8: 8282.548 ops/s
# Warmup Iteration   9: 8279.044 ops/s
# Warmup Iteration  10: 8236.728 ops/s
# Warmup Iteration  11: 8214.071 ops/s
# Warmup Iteration  12: 8259.998 ops/s
# Warmup Iteration  13: 8250.954 ops/s
# Warmup Iteration  14: 8267.344 ops/s
# Warmup Iteration  15: 8253.371 ops/s
# Warmup Iteration  16: 8171.746 ops/s
# Warmup Iteration  17: 8240.563 ops/s
# Warmup Iteration  18: 8253.919 ops/s
# Warmup Iteration  19: 8244.356 ops/s
# Warmup Iteration  20: 7862.207 ops/s
Iteration   1: 7823.530 ops/s
Iteration   2: 7897.128 ops/s
Iteration   3: 8018.167 ops/s
Iteration   4: 8136.007 ops/s
Iteration   5: 8110.458 ops/s
Iteration   6: 8044.177 ops/s
Iteration   7: 8101.664 ops/s
Iteration   8: 8110.739 ops/s
Iteration   9: 8114.100 ops/s
Iteration  10: 8115.129 ops/s
Iteration  11: 8069.939 ops/s
Iteration  12: 8136.011 ops/s
Iteration  13: 8136.596 ops/s
Iteration  14: 8132.477 ops/s
Iteration  15: 8112.676 ops/s
Iteration  16: 8112.464 ops/s
Iteration  17: 8128.527 ops/s
Iteration  18: 8123.869 ops/s
Iteration  19: 8129.737 ops/s
